cabremi01,2012,AL,DET,161,622,109,205,40,0,44,139,4,1
cabremi01,2011,AL,DET,161,572,111,197,48,0,30,105,2,1
cabremi01,2010,AL,DET,150,548,111,180,45,1,38,126,3,3
cabremi01,2009,AL,DET,160,611,96,198,34,0,34,103,6,2
cabremi01,2008,AL,DET,160,616,85,180,36,2,37,127,1,0
cabremi01,2007,NL,FLO,157,588,91,188,38,2,34,119,2,1
